X,Y,id,OBSERV,FOTOGRAFIA,icon_url
-2.9976527826208,43.0391628658962,,6 plantones ≤ 10,DCIM/observaciones_20220907142702162.jpg,./0.png
-2.99769939508434,43.0392022355233,,Árbol seco,DCIM/observaciones_20220907142745145.jpg,./0.png
-3.00004986479067,43.0394324138837,,Árbol seco,DCIM/observaciones_20220907160151000.jpg,./0.png
-3.0003591643364,43.0395545071318,,Árbol seco,DCIM/observaciones_20220907160510654.jpg,./0.png
-3.00046580054295,43.04324060572,,Comienzo de fresnos jovenes,DCIM/observaciones_20220912111914705.jpg,./0.png
-3.00010623163999,43.0433936397357,,Fin fresnos jovenes,DCIM/observaciones_20220912112413240.jpg,./0.png
-2.99924100593842,43.0441923448847,,Árbol seco 25,DCIM/observaciones_20220912114458774.jpg,./0.png
