X,Y,id,ESPECIE,OBSERV,FOTOGRAFIA,TIPO,icon_url
-2.99966194974346,43.0408731341729,,Cotoneaster,,DCIM/jardinera_20220912085139080.jpg,,./0.png
-2.99962310141289,43.0408970484971,,Juniperus y fotinia,,DCIM/jardinera_20220912085243661.jpg,,./1.png
-2.99958713682331,43.0409198257344,,Cotoneaster,,DCIM/jardinera_20220912085321308.jpg,,./0.png
